MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
18563431,090010061,01/01/2009                    ,01/01/2009                    ,00:10:00                      ,01/01/2009                    ,00:20:00                      ,312,NULL,NULL,501 TUFTON TRL SE,0511,NULL,NULL,1,Morn,Thu,20,BURGLARY,Glenrose Heights,Z,-84.3843,33.66477
