Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,FBI Code,X Coordinate,Community Area,Y Coordinate,Year,Latitude,Updated On,Longitude,Location
HW200980,9056354,11/05/2012 09:00:00 AM,115XX S WESTERN AVE,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,RESTAURANT,true,false,2212,022,19,12,1162426,75,1827949,2012,41.68354157873984,01/31/2014 12:40:01 AM,-87.68104676790611,"(41.68354157873984, -87.68104676790611)"

